order_id,order_date,customer_id,product_id,quantity,unit_price,discount,revenue,shipping_cost,status
O01910,2024-08-22,C0049,P024,3,36.36,0.15,92.72,$12.38,Delivered
O00342,2024-08-23,C0176,P035,2,483.75,,967.5,$41.17,Delivered
O01027,2024-08-23,C0119,P025,1,5.24,0.0,5.24,$4.44,Delivered
O01344,2024-08-23,C0145,P019,1,25.78,0.2,20.62,$9.16,Delivered
O01643,2024-08-23,C0010,P004,3,986.74,0.1,2664.2,$19.24,Delivered
O01759,2024-08-23,C0116,P016,1,513.76,,513.76,$23.64,Shipped
O01969,2024-08-23,C0124,P018,2,610.13,0.2,976.21,$6.10,Delivered
O02067,2024-08-23,C0092,P029,3,584.1,0.0,1752.3,$31.36,Delivered
O02130,2024-08-23,C0161,P032,2,506.4,0.0,1012.8,$29.47,Cancelled
O02354,2024-08-23,C0042,P012,1,896.58,0.0,896.58,$16.06,Cancelled
O01470,2024-08-24,C0126,P016,1,513.76,0.2,411.01,$29.28,Delivered
O01648,2024-08-24,C0044,P011,1,98.09,0.15,83.38,$40.78,Delivered
O02106,2024-08-24,C0072,P019,2,25.78,0.0,51.56,$35.65,Delivered
O02278,2024-08-24,C0079,P005,1,1038.27,0.15,882.53,$19.25,Delivered
O00189,2024-08-25,C0161,P032,1,506.4,0.1,455.76,$4.28,Delivered
O00440,2024-08-25,C0092,P003,1,452.27,,452.27,$13.50,Delivered
O00447,2024-08-25,C0093,P008,1,999.67,0.0,999.67,$23.74,Delivered
O00629,2024-08-25,C0181,P019,1,25.78,0.15,21.91,$26.16,Delivered
O00861,2024-08-25,C0123,P030,3,233.43,0.15,595.25,$43.76,Delivered
O01589,2024-08-25,C0187,P008,2,999.67,0.0,1999.34,$38.44,Shipped
O00579,2024-08-26,C0106,P027,4,33.5,0.1,120.6,$10.23,Delivered
O00756,2024-08-26,C0107,P012,2,896.58,0.0,1793.16,$12.17,Shipped
O00041,2024-08-27,C0037,P023,3,39.29,0.0,117.87,$28.40,Returned
O00432,2024-08-27,C0081,P016,3,513.76,0.2,1233.02,$15.34,Delivered
O00516,2024-08-27,C0137,P002,1,603.39,0.0,603.39,$15.57,Delivered
O00917,2024-08-27,C0050,P024,2,36.36,0.2,58.18,$7.36,Delivered
O01006,2024-08-27,C0142,P030,3,233.43,,700.29,$17.97,Delivered
O01976,2024-08-27,C0087,P011,2,98.09,0.2,156.94,$38.98,Delivered
O02113,2024-08-27,C0174,P013,2,257.23,0.05,488.74,$5.61,Delivered
O00240,2024-08-28,C0039,P027,2,33.5,,67.0,$39.26,Delivered
O01387,2024-08-28,C0073,P003,5,452.27,0.1,2035.22,$9.32,Delivered
O01428,2024-08-28,C0087,P007,10,545.77,0.0,5457.7,$7.02,Returned
O01656,2024-08-28,C0009,P025,2,5.24,0.05,9.96,$44.16,Delivered
O01809,2024-08-28,C0045,P010,1,1001.92,0.2,801.54,$23.36,Delivered
O00679,2024-08-29,C0071,P028,3,10.85,0.1,29.3,$10.64,Delivered
O00836,2024-08-29,C0041,P016,2,513.76,0.0,1027.52,$38.73,Delivered
O00883,2024-08-29,C0063,P013,1,257.23,0.15,218.65,$4.32,Delivered
O02228,2024-08-29,C0018,P034,1,178.15,0.0,178.15,$33.01,Shipped
O02303,2024-08-29,C0004,P005,1,1038.27,0.2,830.62,$38.77,Returned
O00870,2024-08-30,C0123,P020,1,13.35,0.0,13.35,$32.06,Delivered
O01032,2024-08-30,C0137,P014,2,386.46,0.0,772.92,$38.30,Shipped
O02066,2024-08-30,C0129,P015,5,857.48,0.1,3858.66,$4.00,Delivered
O00922,2024-08-31,C0009,P011,5,98.09,0.15,416.88,$41.79,Delivered
O02394,2024-08-31,C0009,P001,1,455.53,0.0,455.53,$22.74,Delivered
O00226,2024-09-01,C0174,P026,2,38.82,0.1,69.88,$29.74,Delivered
O02072,2024-09-01,C0176,P027,1,33.5,0.0,33.5,$12.68,Delivered
O02093,2024-09-01,C0083,P024,4,36.36,0.2,116.35,$33.91,Delivered
O02211,2024-09-01,C0045,P024,2,36.36,0.0,72.72,$13.76,Delivered
O00045,2024-09-02,C0040,P005,2,1038.27,0.0,2076.54,$31.14,Shipped
O00113,2024-09-02,C0185,P017,1,670.34,0.1,603.31,$13.22,Cancelled
O00296,2024-09-02,C0045,P025,1,5.24,0.1,4.72,$9.22,Delivered
O00690,2024-09-02,C0100,P007,2,545.77,0.15,927.81,$23.95,Shipped
O00975,2024-09-02,C0147,P009,2,739.26,,1478.52,$11.62,Delivered
O01104,2024-09-02,C0051,P001,1,455.53,0.0,455.53,$31.81,Cancelled
O01758,2024-09-02,C0167,P031,5,482.84,0.2,1931.36,$15.58,Delivered
O00269,2024-09-03,C0081,P026,1,38.82,0.1,34.94,$13.58,Returned
O00946,2024-09-03,C0175,P025,10,5.24,0.05,49.78,$27.99,Delivered
O01330,2024-09-03,C0049,P003,2,452.27,0.15,768.86,$38.20,Delivered
O01538,2024-09-03,C0183,P022,4,11.74,0.15,39.92,$8.58,Delivered
O00280,2024-09-04,C0045,P023,1,39.29,0.0,39.29,$15.27,Delivered
O00893,2024-09-04,C0013,P002,3,603.39,0.0,1810.17,$37.95,Shipped
O01598,2024-09-04,C0114,P013,2,257.23,,514.46,$44.68,Delivered
O01767,2024-09-04,C0028,P035,4,483.75,0.2,1548.0,$6.09,Delivered
O00198,2024-09-05,C0093,P035,2,483.75,0.0,967.5,$8.48,Delivered
O00576,2024-09-05,C0176,P013,4,257.23,0.1,926.03,$32.23,Shipped
O00940,2024-09-05,C0153,P016,2,513.76,0.2,822.02,$42.92,Delivered
O01021,2024-09-05,C0117,P023,1,39.29,0.0,39.29,$21.02,Delivered
O01555,2024-09-05,C0143,P001,4,455.53,0.0,1822.12,$22.94,Delivered
O01659,2024-09-05,C0160,P017,1,670.34,0.15,569.79,$17.83,Shipped
O00214,2024-09-06,C0036,P012,1,896.58,,896.58,$29.40,Shipped
O00814,2024-09-06,C0016,P034,1,178.15,,178.15,$10.06,Delivered
O00437,2024-09-07,C0121,P010,3,1001.92,0.1,2705.18,$9.49,Delivered
O00474,2024-09-07,C0117,P026,2,38.82,0.1,69.88,$11.18,Delivered
O01420,2024-09-07,C0030,P016,2,513.76,0.2,822.02,$18.84,Delivered
O01710,2024-09-07,C0017,P023,1,39.29,0.1,35.36,$27.36,Returned
O02212,2024-09-07,C0082,P003,1,452.27,0.1,407.04,$43.06,Delivered
O00420,2024-09-08,C0104,P028,1,10.85,0.2,8.68,$31.61,Delivered
O01577,2024-09-08,C0131,P029,1,584.1,0.1,525.69,$35.08,Delivered
O01794,2024-09-09,C0021,P012,1,896.58,0.0,896.58,$4.16,Delivered
O01877,2024-09-09,C0128,P021,2,11.04,0.2,17.66,$34.87,Delivered
O01914,2024-09-09,C0097,P036,10,202.5,0.0,2025.0,$6.73,Shipped
O02251,2024-09-09,C0096,P033,2,372.51,0.0,745.02,$36.75,Returned
O00071,2024-09-10,C0021,P021,2,11.04,0.2,17.66,$10.83,Delivered
O00120,2024-09-10,C0041,P027,3,33.5,,100.5,$23.58,Delivered
O01843,2024-09-10,C0052,P017,1,670.34,0.0,670.34,$30.67,Delivered
O00327,2024-09-11,C0041,P005,1,1038.27,0.0,1038.27,$11.12,Shipped
O01150,2024-09-11,C0112,P001,1,455.53,0.05,432.75,$8.54,Delivered
O01234,2024-09-11,C0103,P027,4,33.5,0.0,134.0,$22.07,Delivered
O01262,2024-09-11,C0058,P033,1,372.51,0.1,335.26,$16.60,Returned
O01871,2024-09-11,C0040,P013,10,257.23,0.0,2572.3,$24.30,Returned
O02332,2024-09-11,C0110,P021,3,11.04,0.05,31.46,$32.58,Delivered
O00209,2024-09-12,C0138,P012,1,896.58,,896.58,$25.64,Delivered
O01318,2024-09-12,C0177,P016,1,513.76,0.0,513.76,$10.83,Delivered
O01746,2024-09-12,C0146,P017,1,670.34,0.0,670.34,$20.19,Shipped
O02038,2024-09-12,C0155,P032,1,506.4,0.0,506.4,$20.63,Delivered
O01294,2024-09-13,C0136,P003,1,452.27,0.0,452.27,$6.85,Delivered
O02060,2024-09-13,C0120,P027,2,33.5,0.0,67.0,$8.21,Cancelled
O02321,2024-09-13,C0140,P016,2,513.76,0.1,924.77,$22.58,Delivered
O00191,2024-09-15,C0167,P009,3,739.26,,2217.78,$16.88,Cancelled
O00547,2024-09-15,C0102,P001,2,455.53,0.0,911.06,$44.73,Delivered
O00876,2024-09-15,C0067,P007,2,545.77,0.0,1091.54,$4.24,Delivered
O01311,2024-09-15,C0141,P006,1,959.76,0.2,767.81,$24.82,Delivered
O02078,2024-09-15,C0167,P009,1,739.26,0.0,739.26,$26.10,Delivered
O02385,2024-09-15,C0061,P016,10,513.76,,5137.6,$5.23,Returned
O02398,2024-09-15,C0058,P019,1,25.78,,25.78,$26.21,Delivered
O00114,2024-09-16,C0077,P019,3,25.78,,77.34,$17.00,Delivered
O00203,2024-09-16,C0037,P023,1,39.29,,39.29,$18.28,Delivered
O00415,2024-09-16,C0125,P003,1,452.27,0.0,452.27,$42.88,Delivered
O00957,2024-09-16,C0093,P003,3,452.27,0.05,1288.97,$4.29,Cancelled
O02393,2024-09-16,C0197,P036,1,202.5,0.15,172.12,$38.11,Delivered
O01922,2024-09-17,C0057,P011,4,98.09,0.2,313.89,$12.33,Delivered
O02108,2024-09-17,C0120,P004,3,986.74,0.15,2516.19,$5.54,Delivered
O00361,2024-09-18,C0003,P020,2,13.35,0.0,26.7,$21.17,Shipped
O00411,2024-09-18,C0055,P022,10,11.74,,117.4,$44.86,Shipped
O00868,2024-09-18,C0110,P006,1,959.76,0.15,815.8,$43.90,Delivered
O01563,2024-09-18,C0154,P018,1,610.13,0.15,518.61,$24.59,Delivered
O01567,2024-09-18,C0163,P002,2,603.39,0.0,1206.78,$28.58,Delivered
O01791,2024-09-18,C0020,P012,4,896.58,0.0,3586.32,$39.41,Delivered
O01908,2024-09-18,C0090,P020,1,13.35,0.15,11.35,$25.22,Delivered
O02000,2024-09-18,C0017,P031,4,482.84,0.2,1545.09,$42.09,Returned
O02329,2024-09-18,C0055,P031,1,482.84,0.05,458.7,$5.80,Delivered
O00174,2024-09-19,C0025,P034,5,178.15,0.05,846.21,$12.67,Shipped
O00572,2024-09-19,C0091,P020,1,13.35,0.1,12.02,$37.29,Delivered
O00798,2024-09-19,C0029,P032,3,506.4,,1519.2,$23.51,Shipped
O01748,2024-09-19,C0059,P003,4,452.27,0.0,1809.08,$7.43,Delivered
O02063,2024-09-19,C0054,P006,1,959.76,0.1,863.78,$36.44,Delivered
O02220,2024-09-19,C0158,P008,10,999.67,0.2,7997.36,$44.40,Delivered
O00020,2024-09-20,C0170,P028,2,10.85,,21.7,$20.98,Delivered
O00898,2024-09-20,C0027,P011,2,98.09,0.05,186.37,$41.35,Delivered
O00915,2024-09-20,C0002,P030,3,233.43,0.05,665.28,$18.36,Delivered
O01644,2024-09-20,C0041,P027,1,33.5,0.0,33.5,$34.42,Shipped
O01929,2024-09-20,C0096,P010,3,1001.92,0.2,2404.61,$10.90,Delivered
O02190,2024-09-20,C0061,P035,2,483.75,0.2,774.0,$23.58,Delivered
O00136,2024-09-21,C0030,P014,3,386.46,,1159.38,$7.73,Delivered
O00408,2024-09-21,C0153,P004,3,986.74,0.1,2664.2,$24.11,Delivered
O00414,2024-09-21,C0073,P002,5,603.39,0.15,2564.41,$25.09,Delivered
O01001,2024-09-21,C0129,P033,1,372.51,0.05,353.88,$8.03,Delivered
O01505,2024-09-21,C0156,P013,2,257.23,0.0,514.46,$16.76,Delivered
O02123,2024-09-21,C0086,P022,5,11.74,0.1,52.83,$9.33,Delivered
O00145,2024-09-22,C0089,P010,3,1001.92,0.0,3005.76,$5.32,Delivered
O00393,2024-09-22,C0196,P016,10,513.76,,5137.6,$37.00,Delivered
O00627,2024-09-22,C0198,P029,1,584.1,0.0,584.1,$4.63,Delivered
O00711,2024-09-22,C0008,P032,1,506.4,,506.4,$28.30,Delivered
O01494,2024-09-22,C0198,P023,3,39.29,0.05,111.98,$29.30,Shipped
O00222,2024-09-23,C0090,P028,1,10.85,0.0,10.85,$36.18,Shipped
O00461,2024-09-23,C0081,P027,3,33.5,0.1,90.45,$14.71,Delivered
O00689,2024-09-23,C0197,P019,1,25.78,0.2,20.62,$31.09,Delivered
O01290,2024-09-23,C0156,P005,2,1038.27,0.2,1661.23,$31.97,Delivered
O01568,2024-09-23,C0006,P021,2,11.04,0.0,22.08,$27.34,Delivered
O02326,2024-09-23,C0135,P029,2,584.1,0.0,1168.2,$21.42,Delivered
O00106,2024-09-24,C0131,P035,2,483.75,0.1,870.75,$23.47,Delivered
O00178,2024-09-24,C0099,P009,3,739.26,0.0,2217.78,$24.53,Cancelled
O00190,2024-09-24,C0159,P025,4,5.24,0.15,17.82,$22.05,Delivered
O00295,2024-09-24,C0112,P032,10,506.4,0.15,4304.4,$13.15,Delivered
O00535,2024-09-24,C0029,P007,4,545.77,0.0,2183.08,$11.32,Delivered
O00641,2024-09-24,C0114,P012,2,896.58,0.2,1434.53,$17.42,Delivered
O01455,2024-09-24,C0087,P003,2,452.27,0.0,904.54,$25.98,Delivered
O01725,2024-09-24,C0075,P007,2,545.77,0.0,1091.54,$24.40,Delivered
O01980,2024-09-24,C0150,P006,10,959.76,0.0,9597.6,$37.68,Delivered
O00804,2024-09-25,C0109,P033,5,372.51,0.1,1676.3,$4.84,Delivered
O01169,2024-09-25,C0140,P022,3,11.74,0.0,35.22,$5.80,Delivered
O01308,2024-09-25,C0200,P026,1,38.82,0.1,34.94,$21.35,Delivered
O01347,2024-09-25,C0131,P004,2,986.74,,1973.48,$9.59,Shipped
O01509,2024-09-25,C0049,P009,1,739.26,0.1,665.33,$9.76,Delivered
O02213,2024-09-25,C0165,P007,1,545.77,0.15,463.9,$11.27,Delivered
O02392,2024-09-25,C0022,P033,3,372.51,,1117.53,$15.33,Delivered
O01465,2024-09-26,C0191,P002,1,603.39,,603.39,$19.44,Delivered
O01730,2024-09-26,C0073,P021,1,11.04,0.05,10.49,$16.01,Delivered
O01819,2024-09-26,C0147,P015,4,857.48,0.05,3258.42,$24.03,Delivered
O00724,2024-09-27,C0147,P002,10,603.39,,6033.9,$35.65,Shipped
O00941,2024-09-27,C0082,P030,1,233.43,0.05,221.76,$41.46,Delivered
O00945,2024-09-27,C0159,P019,1,25.78,,25.78,$15.21,Delivered
O01139,2024-09-27,C0191,P001,3,455.53,0.05,1298.26,$44.76,Delivered
O01320,2024-09-27,C0020,P011,3,98.09,0.0,294.27,$28.35,Cancelled
O01693,2024-09-27,C0190,P015,5,857.48,0.0,4287.4,$30.22,Delivered
O01810,2024-09-27,C0051,P002,2,603.39,0.0,1206.78,$16.44,Returned
O00480,2024-09-28,C0088,P005,2,1038.27,0.0,2076.54,$23.54,Delivered
O01035,2024-09-28,C0008,P001,3,455.53,0.05,1298.26,$43.31,Delivered
O01168,2024-09-28,C0168,P013,1,257.23,,257.23,$41.95,Delivered
O01488,2024-09-28,C0060,P014,1,386.46,0.0,386.46,$9.88,Delivered
O01943,2024-09-28,C0006,P033,1,372.51,0.0,372.51,$23.23,Shipped
O02118,2024-09-28,C0187,P019,4,25.78,0.0,103.12,$43.38,Returned
O00891,2024-09-29,C0042,P014,3,386.46,0.0,1159.38,$11.10,Delivered
O01776,2024-09-29,C0121,P018,3,610.13,0.05,1738.87,$44.02,Delivered
O01881,2024-09-29,C0116,P014,3,386.46,0.0,1159.38,$42.36,Delivered
O02290,2024-09-29,C0113,P017,4,670.34,0.2,2145.09,$21.91,Delivered
O00111,2024-09-30,C0121,P004,2,986.74,,1973.48,$25.54,Delivered
O00193,2024-09-30,C0084,P025,1,5.24,0.05,4.98,$28.28,Delivered
O01646,2024-09-30,C0096,P017,2,670.34,0.0,1340.68,$36.11,Delivered
O02140,2024-09-30,C0050,P012,5,896.58,0.0,4482.9,$11.58,Delivered
O02314,2024-09-30,C0128,P018,3,610.13,0.2,1464.31,$26.95,Delivered
O00588,2024-10-01,C0011,P016,2,513.76,0.2,822.02,$44.34,Delivered
O01106,2024-10-01,C0046,P004,1,986.74,0.15,838.73,$28.33,Cancelled
O01233,2024-10-01,C0066,P029,1,584.1,,584.1,$5.62,Shipped
O01345,2024-10-01,C0119,P034,1,178.15,0.0,178.15,$17.67,Delivered
O01373,2024-10-01,C0026,P008,2,999.67,0.0,1999.34,$13.18,Returned
O00597,2024-10-02,C0079,P020,1,13.35,0.0,13.35,$8.82,Delivered
O01136,2024-10-02,C0020,P016,5,513.76,0.0,2568.8,$27.59,Delivered
O00543,2024-10-03,C0173,P030,1,233.43,0.0,233.43,$26.55,Delivered
O00698,2024-10-03,C0057,P005,4,1038.27,0.2,3322.46,$17.83,Shipped
O00728,2024-10-03,C0173,P024,5,36.36,0.0,181.8,$19.70,Delivered
O01100,2024-10-03,C0077,P011,10,98.09,0.2,784.72,$17.83,Delivered
O01909,2024-10-03,C0068,P028,2,10.85,0.0,21.7,$36.89,Delivered
O00115,2024-10-04,C0185,P018,2,610.13,0.2,976.21,$37.55,Returned
O00606,2024-10-04,C0135,P027,2,33.5,0.05,63.65,$29.09,Delivered
O01528,2024-10-04,C0181,P016,3,513.76,0.0,1541.28,$19.89,Delivered
O01551,2024-10-04,C0048,P018,1,610.13,0.0,610.13,$31.81,Delivered
O00175,2024-10-05,C0146,P031,3,482.84,0.1,1303.67,$40.87,Delivered
O00435,2024-10-05,C0188,P005,4,1038.27,0.0,4153.08,$37.32,Delivered
O02206,2024-10-05,C0125,P019,4,25.78,0.05,97.96,$4.31,Delivered
O00048,2024-10-06,C0193,P029,1,584.1,0.05,554.9,$16.69,Shipped
O00384,2024-10-06,C0197,P031,3,482.84,0.15,1231.24,$33.35,Delivered
O00552,2024-10-06,C0177,P007,2,545.77,0.1,982.39,$5.53,Shipped
O00594,2024-10-06,C0030,P029,2,584.1,0.0,1168.2,$25.48,Delivered
O00719,2024-10-06,C0122,P030,3,233.43,0.05,665.28,$14.16,Delivered
O01605,2024-10-06,C0173,P010,1,1001.92,0.0,1001.92,$38.95,Delivered
O01630,2024-10-06,C0148,P010,1,1001.92,0.0,1001.92,$12.45,Delivered
O01707,2024-10-06,C0059,P023,2,39.29,0.05,74.65,$23.08,Delivered
O01882,2024-10-06,C0129,P012,2,896.58,0.2,1434.53,$36.85,Delivered
O01900,2024-10-06,C0096,P026,2,38.82,0.05,73.76,$34.69,Delivered
O02051,2024-10-06,C0134,P017,3,670.34,0.1,1809.92,$34.60,Delivered
O02333,2024-10-06,C0146,P027,3,33.5,,100.5,$40.76,Returned
O02367,2024-10-06,C0074,P030,1,233.43,0.0,233.43,$8.57,Returned
O01097,2024-10-07,C0177,P008,2,999.67,0.05,1899.37,$24.30,Delivered
O01143,2024-10-07,C0139,P008,1,999.67,0.0,999.67,$34.26,Delivered
O01829,2024-10-07,C0051,P030,1,233.43,0.0,233.43,$9.08,Shipped
O01835,2024-10-07,C0018,P032,2,506.4,0.2,810.24,$32.48,Delivered
O01898,2024-10-07,C0193,P027,4,33.5,0.15,113.9,$42.44,Shipped
O02027,2024-10-07,C0155,P007,1,545.77,0.15,463.9,$17.05,Delivered
O02132,2024-10-07,C0200,P013,1,257.23,0.05,244.37,$23.55,Delivered
O02292,2024-10-07,C0069,P026,2,38.82,0.0,77.64,$16.73,Delivered
O00307,2024-10-08,C0105,P036,1,202.5,0.1,182.25,$16.19,Delivered
O01057,2024-10-08,C0098,P030,2,233.43,,466.86,$6.95,Delivered
O01135,2024-10-08,C0059,P020,1,13.35,0.15,11.35,$38.66,Delivered
O01904,2024-10-08,C0088,P020,4,13.35,0.15,45.39,$41.69,Shipped
O00021,2024-10-09,C0132,P008,3,999.67,,2999.01,$25.60,Delivered
O00630,2024-10-09,C0008,P031,5,482.84,0.0,2414.2,$8.34,Delivered
O00843,2024-10-09,C0049,P018,1,610.13,0.05,579.62,$28.60,Cancelled
O01448,2024-10-09,C0090,P031,2,482.84,0.0,965.68,$39.99,Shipped
O01634,2024-10-09,C0032,P025,1,5.24,0.05,4.98,$19.60,Delivered
O00162,2024-10-10,C0185,P027,1,33.5,0.05,31.82,$17.52,Delivered
O00224,2024-10-10,C0132,P007,1,545.77,0.2,436.62,$41.67,Cancelled
O00289,2024-10-10,C0152,P002,2,603.39,0.0,1206.78,$27.09,Delivered
O00478,2024-10-10,C0098,P015,3,857.48,0.05,2443.82,$36.81,Delivered
O00783,2024-10-10,C0093,P019,1,25.78,0.0,25.78,$19.78,Delivered
O01339,2024-10-10,C0149,P009,1,739.26,0.05,702.3,$16.34,Delivered
O01939,2024-10-10,C0190,P012,2,896.58,0.0,1793.16,$13.69,Shipped
O00220,2024-10-11,C0168,P016,1,513.76,0.0,513.76,$22.44,Delivered
O00723,2024-10-11,C0076,P016,2,513.76,0.1,924.77,$10.63,Delivered
O01711,2024-10-11,C0187,P002,3,603.39,0.0,1810.17,$44.43,Delivered
O02341,2024-10-11,C0032,P009,1,739.26,,739.26,$44.78,Delivered
O00850,2024-10-12,C0087,P030,1,233.43,0.15,198.42,$33.12,Delivered
O01031,2024-10-12,C0020,P001,1,455.53,0.05,432.75,$33.29,Shipped
O01045,2024-10-12,C0194,P016,1,513.76,0.1,462.38,$12.28,Delivered
O01120,2024-10-12,C0035,P036,1,202.5,0.15,172.12,$15.37,Delivered
O01198,2024-10-12,C0160,P019,1,25.78,0.0,25.78,$15.11,Delivered
O01295,2024-10-12,C0107,P020,2,13.35,0.15,22.7,$24.25,Delivered
O01342,2024-10-12,C0108,P027,2,33.5,0.0,67.0,$43.26,Delivered
O00538,2024-10-13,C0004,P014,3,386.46,0.0,1159.38,$23.19,Delivered
O00735,2024-10-13,C0028,P011,2,98.09,0.05,186.37,$25.35,Delivered
O00995,2024-10-13,C0135,P031,1,482.84,0.2,386.27,$30.16,Delivered
O01616,2024-10-13,C0084,P027,4,33.5,0.0,134.0,$28.18,Delivered
O01620,2024-10-13,C0118,P024,1,36.36,0.1,32.72,$14.47,Delivered
O01853,2024-10-13,C0009,P008,5,999.67,0.05,4748.43,$8.93,Delivered
O01965,2024-10-13,C0010,P017,1,670.34,0.0,670.34,$41.92,Delivered
O02356,2024-10-13,C0157,P005,1,1038.27,0.0,1038.27,$7.24,Delivered
O01029,2024-10-14,C0141,P016,2,513.76,0.1,924.77,$38.50,Delivered
O01038,2024-10-14,C0055,P007,1,545.77,0.0,545.77,$4.61,Delivered
O01256,2024-10-14,C0142,P011,2,98.09,0.2,156.94,$15.69,Delivered
O01287,2024-10-14,C0110,P012,3,896.58,0.15,2286.28,$9.95,Delivered
O01504,2024-10-14,C0129,P010,3,1001.92,0.0,3005.76,$11.08,Delivered
O01834,2024-10-14,C0194,P024,10,36.36,0.15,309.06,$7.33,Delivered
O00101,2024-10-15,C0093,P036,2,202.5,0.1,364.5,$37.84,Delivered
O00619,2024-10-15,C0193,P020,1,13.35,0.2,10.68,$7.56,Shipped
O00635,2024-10-15,C0085,P021,2,11.04,0.15,18.77,$23.62,Shipped
O01046,2024-10-15,C0165,P003,1,452.27,,452.27,$34.31,Delivered
O01053,2024-10-15,C0064,P020,2,13.35,0.1,24.03,$39.36,Delivered
O01122,2024-10-15,C0066,P028,5,10.85,0.0,54.25,$25.97,Delivered
O01301,2024-10-15,C0031,P009,2,739.26,0.2,1182.82,$30.11,Delivered
O01642,2024-10-15,C0046,P001,1,455.53,0.0,455.53,$9.75,Delivered
O01784,2024-10-15,C0014,P016,3,513.76,0.1,1387.15,$22.41,Delivered
O00746,2024-10-16,C0194,P010,3,1001.92,,3005.76,$17.89,Delivered
O01109,2024-10-16,C0167,P025,1,5.24,0.0,5.24,$8.78,Delivered
O01246,2024-10-16,C0088,P020,1,13.35,0.15,11.35,$42.62,Delivered
O01248,2024-10-16,C0153,P013,1,257.23,0.0,257.23,$17.27,Cancelled
O01437,2024-10-16,C0044,P002,5,603.39,0.05,2866.1,$4.27,Shipped
O01889,2024-10-16,C0122,P003,2,452.27,0.0,904.54,$7.58,Shipped
O01934,2024-10-16,C0067,P031,1,482.84,0.05,458.7,$39.00,Delivered
O01525,2024-10-17,C0045,P020,4,13.35,0.2,42.72,$7.70,Delivered
O00255,2024-10-18,C0135,P005,2,1038.27,,2076.54,$22.66,Delivered
O00391,2024-10-18,C0131,P012,4,896.58,0.0,3586.32,$19.88,Delivered
O01650,2024-10-18,C0164,P001,1,455.53,,455.53,$40.88,Delivered
O01953,2024-10-18,C0103,P030,1,233.43,0.0,233.43,$21.05,Delivered
O01379,2024-10-19,C0157,P003,2,452.27,0.0,904.54,$40.39,Delivered
O01394,2024-10-19,C0009,P018,1,610.13,0.2,488.1,$16.32,Cancelled
O01979,2024-10-19,C0180,P023,1,39.29,0.1,35.36,$17.54,Delivered
O02016,2024-10-19,C0194,P028,1,10.85,0.2,8.68,$12.71,Delivered
O02327,2024-10-19,C0017,P006,4,959.76,0.05,3647.09,$18.67,Delivered
O00651,2024-10-20,C0005,P010,2,1001.92,0.0,2003.84,$7.47,Delivered
O01782,2024-10-20,C0127,P002,2,603.39,0.2,965.42,$44.66,Delivered
O02068,2024-10-20,C0041,P015,3,857.48,0.0,2572.44,$12.03,Delivered
O02180,2024-10-20,C0139,P010,1,1001.92,0.0,1001.92,$11.40,Delivered
O00139,2024-10-21,C0012,P028,10,10.85,0.0,108.5,$44.43,Delivered
O00254,2024-10-21,C0069,P008,3,999.67,0.0,2999.01,$17.74,Delivered
O00382,2024-10-21,C0001,P006,3,959.76,0.1,2591.35,$40.49,Delivered
O00431,2024-10-21,C0169,P020,2,13.35,0.15,22.7,$43.31,Delivered
O01133,2024-10-21,C0014,P024,2,36.36,,72.72,$11.51,Cancelled
O01822,2024-10-21,C0050,P018,3,610.13,0.15,1555.83,$38.76,Delivered
O00160,2024-10-22,C0185,P031,3,482.84,0.15,1231.24,$41.49,Delivered
O00278,2024-10-22,C0033,P006,5,959.76,0.15,4078.98,$9.02,Returned
O00741,2024-10-22,C0043,P011,10,98.09,0.0,980.9,$10.61,Delivered
O00933,2024-10-22,C0193,P031,3,482.84,0.0,1448.52,$43.46,Delivered
O01052,2024-10-22,C0186,P030,1,233.43,0.05,221.76,$14.04,Delivered
O01172,2024-10-22,C0034,P019,1,25.78,0.0,25.78,$36.57,Delivered
O01222,2024-10-22,C0012,P004,1,986.74,0.1,888.07,$4.35,Delivered
O01807,2024-10-22,C0193,P025,1,5.24,0.15,4.45,$19.64,Shipped
O01874,2024-10-22,C0199,P005,1,1038.27,,1038.27,$42.99,Delivered
O02383,2024-10-22,C0036,P017,1,670.34,0.2,536.27,$33.13,Delivered
O02386,2024-10-22,C0041,P014,10,386.46,0.0,3864.6,$33.18,Delivered
O00070,2024-10-23,C0021,P028,2,10.85,0.0,21.7,$26.36,Delivered
O00246,2024-10-23,C0196,P031,10,482.84,0.0,4828.4,$4.68,Delivered
O00541,2024-10-23,C0025,P007,1,545.77,0.05,518.48,$27.37,Returned
O00809,2024-10-23,C0152,P022,2,11.74,0.2,18.78,$12.60,Delivered
O01071,2024-10-23,C0096,P012,1,896.58,0.0,896.58,$22.48,Shipped
O01964,2024-10-23,C0110,P036,2,202.5,0.05,384.75,$4.02,Delivered
O01995,2024-10-23,C0072,P013,3,257.23,0.15,655.94,$33.17,Shipped
O02365,2024-10-23,C0132,P012,2,896.58,0.05,1703.5,$24.64,Shipped
O00429,2024-10-25,C0026,P013,1,257.23,0.0,257.23,$31.52,Delivered
O00656,2024-10-25,C0021,P010,3,1001.92,0.1,2705.18,$23.06,Delivered
O00908,2024-10-25,C0089,P001,4,455.53,0.0,1822.12,$32.71,Delivered
O00962,2024-10-25,C0001,P028,2,10.85,0.0,21.7,$39.01,Delivered
O00155,2024-10-26,C0049,P004,2,986.74,0.0,1973.48,$11.71,Delivered
